//描述
GuildStone	遵从宙斯的神谕，奥林匹斯的神使们云游四方，传达神的旨意。而天堂之令，就是他们身份的象征。拥有天堂之令，就能建立公会，让无数的希腊勇士聚集在你的身边！
Chattool1	鸢尾花是彩虹女神伊里丝的心爱之物。拥有金色的鸢尾花可以让你在世界频道发言，彩虹女神将把你的话语传遍希腊的每片土地。
Storage1	使用这个道具，可以扩充额外的仓库空间。
Bag1	使用这个道具，可以扩充额外的包裹空间。
AddLevel1	狄俄尼索斯是酒与狂欢之神，采摘自狄俄尼索斯神庙附近的葡萄而酿成的美酒，则有着超乎想像的神秘功效。酒神的佳酿可以将使用者的等级提升一个级别。
Ghost1	这是一个勇士的头颅，放在耳侧，你似乎听到了怨灵的咆哮！斯巴达与雅典之间的战争持续了数百年，无数的希腊勇士战死沙场。而他们的灵魂，则因为怨恨而被禁锢，游荡在人间无法得以解脱。在合成界面(快捷键:D)放入六个<禁锢之颅>可以转化成一个<被禁锢的战场亡灵>！
Ghost2	刻有祈祷女神厄勒忒徽记的符石，希腊人通常将它穿上细绳挂在胸前祈求平安。斯巴达与雅典之间的战争持续了数百年，无数的希腊勇士战死沙场。而许多生命符记，同它们的主人一道，埋葬在了那漫漫黄沙之下。在合成界面(快捷键:D)放入六个<生命符记>可以转化成一个<祈祷之光>！
Ghost3	一个浑沌的黑雾，你依稀看见里面有个伤痕累累的亡灵，不停挥舞双臂的同时，发出阵阵怒吼！只要包裹中拥有道具<祈祷之光>，使用<被禁锢的战场亡灵>即可随机获得大量的宝石或水晶！
Ghost4	一个光芒四射的球体，祈祷女神厄勒忒的祝福洋溢其中。它能够超度那些在战场上徘徊了千百年的亡灵！只要包裹中拥有道具<祈祷之光>，使用<被禁锢的战场亡灵>即可随机获得大量的宝石或水晶！
ChatBubble1	想在3小时内拥有一个新款的红色聊天泡泡么？这可是只有希腊贵族才能享受到的尊贵待遇，还犹豫什么呢？
ChatBubble2	想在3小时内拥有一个新款的蓝色聊天泡泡么？这可是只有希腊贵族才能享受到的尊贵待遇，还犹豫什么呢？
AstrictPK1	在希腊，橄榄树代表着和平与丰饶。神圣的橄榄枝可以保佑使用者在一个小时内进入PK保护状态，免受敌方玩家的伤害，当然同时他也无法伤害其他玩家。
HideCamp1	赫尔墨斯头巾是希腊商人旅行的必备之物。戴上赫尔墨斯头巾，30分钟内敌对阵营的玩家显示你为绿名，将你误认为他们的同伴。很多时候这样可以避免不必要的麻烦。
HideID1	希腊的动物们常借助狩猎女神阿尔忒弥斯祝福过的丝柏树叶逃避猎人的追击。使用丝柏树叶后，两个小时内你的名字显示为蒙面客，附近的玩家无法看清你的真面目。
Money1	小型的钱袋，希腊旅人出行的时候，通常都会携带这样的钱袋，打开这个钱袋可以获得一些银币。
Money2	中型的钱袋，希腊旅人出行的时候，通常都会携带这样的钱袋，打开这个钱袋可以获得较多银币。
Money3	大型的钱袋，希腊旅人出行的时候，通常都会携带这样的钱袋，打开这个钱袋可以获得很多银币。
Money4	超大型的钱袋，希腊旅人出行的时候，通常都会携带这样的钱袋，打开这个钱袋可以获得数量众多的银币。
Stone1	小型的金袋，通常情况下只有希腊贵族才会携带这种价值不菲的金袋，打开这个钱袋可以获得一些金币。
Stone2	中型的金袋，通常情况下只有希腊贵族才会携带这种价值不菲的金袋，打开这个钱袋可以获得较多些金币。
Stone3	大型的金袋，通常情况下只有希腊贵族才会携带这种价值不菲的金袋，打开这个钱袋可以获得很多金币。
Stone4	超大型的金袋，通常情况下只有希腊贵族才会携带这种价值不菲的金袋，打开这个钱袋可以获得数量众多的金币。
AddEXP1	微型的经验石，上面刻着旅人的游历心得，阅读它可以获得一些经验。
AddEXP2	小型的经验石，上面刻着旅人的游历心得，阅读它可以获得很多经验。
AddEXP3	中型的经验石，上面刻着旅人的游历心得，阅读它可以获得大量经验。
AddEXP4	大型的经验石，上面刻着旅人的游历心得，阅读它可以获得海量经验。
SkillEXP1	微型的技能石，上面刻着旅行者关于技能使用方面的心得，阅读它可以获得一些技能点数。
SkillEXP2	小熊的技能石，上面刻着旅行者关于技能使用方面的心得，阅读它可以获得很多技能点数。
SkillEXP3	中型的技能石，上面刻着旅行者关于技能使用方面的心得，阅读它可以获得大量技能点数。
SkillEXP4	大型的技能石，上面刻着旅行者关于技能使用方面的心得，阅读它可以获得海量技能点数。
Glory1	I级勋章，通常用来奖励那些为城邦作出贡献的勇士们，使用它可以获得一些声望。
Glory2	II级勋章，通常用来奖励那些为城邦作出贡献的勇士们，使用它可以获得很多声望。
Glory3	III级勋章，通常用来奖励那些为城邦作出贡献的勇士们，使用它可以获得大量声望。
Glory4	IV级勋章，通常用来奖励那些为城邦作出贡献的勇士们，使用它可以获得海量声望。
MaterialID1	残缺的一级红宝石，略微有些效能，能够提升装备的等级。
MaterialID2	经过粗加工的二级红宝石，凑合着使用，能够提升装备的等级。
MaterialID3	经过精心打磨的三级红宝石，光彩夺目，能够提升装备的等级。
MaterialBase1	残缺的一级蓝宝石，略微有些效能，能够提升装备的品质。
MaterialBase2	经过粗加工的二级蓝宝石，凑合着使用，能够提升装备的品质。
MaterialBase3	经过精心打磨的三级蓝宝石，光彩夺目，能够提升装备的品质。
MaterialAppend1	残缺的一级绿宝石，略微有些效能，能够提升装备的星级。
MaterialAppend2	经过粗加工的二级绿宝石，凑合着使用，能够提升装备的星级。
MaterialAppend3	经过精心打磨的三级绿宝石，光彩夺目，能够提升装备的星级。
MaterialOdds1	有瑕疵的一级水晶，仅有着微弱的的能量，可小幅提升装备打造时的成功几率。
MaterialOdds2	还算完整的二级水晶，有一定的能量，可中幅提升装备打造时的成功几率。
MaterialOdds3	无暇的三级水晶，里面似乎流淌着无穷的能量，可大幅提升装备打造时的成功几率。
MaterialFlee1	来历不明的铜币，散发着若隐若现的黄光，可让参与打造的装备免受任何损失。
MaterialFlee2	被人们投入许愿井的银币，胧罩着一层淡淡的银光，可让参与打造的装备免受任何损失。
MaterialFlee3	神殿中祈福过的幸运金币，闪耀着亮金色的光芒，可让参与打造的装备免受任何损失。
FlyBook1	使用该卷轴可瞬间传送到雅典主城。
FlyBook2	使用该卷轴可瞬间传送到雅典近郊（雅典新手村）。
FlyBook3	使用该卷轴可瞬间传送到马拉松。
FlyBook4	使用该卷轴可瞬间传送到布拉底亚。
FlyBook5	使用该卷轴可瞬间传送到斯巴达主城。
FlyBook6	使用该卷轴可瞬间传送到斯巴达郊外（斯巴达新手村）。
FlyBook7	使用该卷轴可瞬间传送到伯罗奔尼萨。
FlyBook8	使用该卷轴可瞬间传送到德尔韦尼。
FlyBook11	神秘的卷轴，记载着瞬间传送到帕尼萨的秘诀。
FlyBook12	神秘的卷轴，记载着瞬间传送到迈加拉海岸的秘诀。
FlyBook13	神秘的卷轴，记载着瞬间传送到科林斯地峡的秘诀。
FlyBook14	神秘的卷轴，记载着瞬间传送到阿格利斯的秘诀。
FlyBook15	神秘的卷轴，记载着瞬间传送到尼米亚的秘诀。
FlyBook16	神秘的卷轴，记载着瞬间传送到德尔韦尼的秘诀。
FlyBook17	神秘的卷轴，记载着瞬间传送到布拉底亚的秘诀。
FlyBook9	赫尔墨斯是希腊旅人的守护神，每当遭遇危险，旅人们只要使用这块石头，就会在赫尔墨斯的庇护下，被随机传送到其他地方。
GuildMoney1	道具:得公会银币
GuildStone1	道具:得公会金币
GuildGlory1	道具:得公会贡献
Hairstyle1	一个漂亮的假发
Haircolor1	使用这瓶染发剂，马上就能拥有一头漂亮的银发，这可是今年希腊最流行的颜色！还等什么呢？
GoldBox1	沉重且朴实无华的铁质箱子，直觉告诉你里面隐藏着不一般的东西。这个铁箱上锈迹斑斑，适合50级以内的玩家使用，需要使用铁箱的钥匙方可开启。
GoldBox2	沉重且朴实无华的铁质箱子，直觉告诉你里面隐藏着不一般的东西。这个铁箱的做工精巧细致，适合50至80级的玩家使用，需要使用铁箱的钥匙方可开启。
GoldBox3	沉重且朴实无华的铁质箱子，直觉告诉你里面隐藏着不一般的东西。铁箱上古朴的纹路诉说着它不平凡的历史，适合80至100级的玩家使用，需要使用铁箱的钥匙方可开启。
GoldBox4	沉重且朴实无华的铁质箱子，直觉告诉你里面隐藏着不一般的东西。铁箱笼罩在一股淡绿色的光线中，适合100至120级的玩家使用，需要使用铁箱的钥匙方可开启。
GoldBox5	沉重且朴实无华的铁质箱子，直觉告诉你里面隐藏着不一般的东西，需要使用铁箱的钥匙方可开启。
GoldBox6	赏金猎人从克里特岛的米诺斯迷宫中带回的宝藏，里面究竟藏着什么？这个宝箱上锈迹斑斑，适合50级以内的玩家使用，需要使用米诺斯的钥匙方可开启。
GoldBox7	赏金猎人从克里特岛的米诺斯迷宫中带回的宝藏，里面究竟藏着什么？这个宝箱的做工精巧细致，适合50至80级的玩家使用，需要使用米诺斯的钥匙方可开启。
GoldBox8	赏金猎人从克里特岛的米诺斯迷宫中带回的宝藏，里面究竟藏着什么？宝箱上古朴的纹路诉说着它不平凡的历史，适合80至100级的玩家使用，需要使用米诺斯的钥匙方可开启。
GoldBox9	赏金猎人从克里特岛的米诺斯迷宫中带回的宝藏，里面究竟藏着什么？宝箱笼罩在一股淡绿色的光线中，适合100至120级的玩家使用，需要使用米诺斯的钥匙方可开启。
GoldBox10	赏金猎人从克里特岛的米诺斯迷宫中带回的宝藏，里面究竟藏着什么？需要使用米诺斯的钥匙方可开启。
GoldBox11	众神送给潘多拉的新婚贺礼，里面隐藏着什么神器？这个魔盒上锈迹斑斑，适合50级以内的玩家使用，需要使用潘多拉的钥匙方可开启。
GoldBox12	众神送给潘多拉的新婚贺礼，里面隐藏着什么神器？这个魔盒的做工精巧细致，适合50至80级的玩家使用，需要使用潘多拉的钥匙方可开启。
GoldBox13	众神送给潘多拉的新婚贺礼，里面隐藏着什么神器？魔盒上古朴的纹路诉说着它不平凡的历史，适合80至100级的玩家使用，需要使用潘多拉的钥匙方可开启。
GoldBox14	众神送给潘多拉的新婚贺礼，里面隐藏着什么神器？魔盒笼罩在一股淡绿色的光线中，适合100至120级的玩家使用，需要使用潘多拉的钥匙方可开启。
GoldBox15	众神送给潘多拉的新婚贺礼，里面隐藏着什么神器？需要使用潘多拉的钥匙方可开启。
GoldKey1	用来开启沉重铁箱的钥匙！
GoldKey2	用来开启米诺斯宝藏的钥匙！
GoldKey3	用来开启潘多拉魔盒的钥匙！
EXPGet1	经验药剂，使用后2小时内经验获得增加20％
AutoItem1	回复药剂，使用后30秒内每秒回复500点血。
AutoItem2	神恩药剂，1分钟内提升30％伤害输出。
QuestScoll1	雅典近郊的俄瑞斯忒斯似乎想找个人聊天，或许你是个不错的人选。
QuestScoll2	雅典近郊的俄瑞斯忒斯最近似乎大为光火，或许你可以平息他的怒火。
QuestScoll3	斯巴达郊外的喀戎似乎想找个人聊天，或许你是个不错的人选。
QuestScoll4	斯巴达郊外的喀戎最近似乎大为光火，或许你可以平息他的怒火。
QuestS1	雅典人专属的卷轴，只有雅典人才可读懂，具有神秘的功能。适合1-30级雅典勇士去完成。完成后可获得不菲的经验。
QuestS2	雅典人专属的卷轴，只有雅典人才可读懂，具有神秘的功能。适合31-50级雅典勇士去完成。完成后可获得不菲的经验。
QuestS3	雅典人专属的卷轴，只有雅典人才可读懂，具有神秘的功能。适合51-60级雅典勇士去完成。完成后可获得不菲的经验。
QuestS4	雅典人专属的卷轴，只有雅典人才可读懂，具有神秘的功能。适合61-70级雅典勇士去完成。完成后可获得不菲的经验。
QuestS5	雅典人专属的卷轴，只有雅典人才可读懂，具有神秘的功能。适合71-80级雅典勇士去完成。完成后可获得不菲的经验。
QuestS6	雅典人专属的卷轴，只有雅典人才可读懂，具有神秘的功能。适合81-90级雅典勇士去完成。完成后可获得不菲的经验。
QuestS7	雅典人专属的卷轴，只有雅典人才可读懂，具有神秘的功能。适合91-100级雅典勇士去完成。完成后可获得不菲的经验。
QuestS8	雅典人专属的卷轴，只有雅典人才可读懂，具有神秘的功能。适合101-110级雅典勇士去完成。完成后可获得不菲的经验。
QuestS9	雅典人专属的卷轴，只有雅典人才可读懂，具有神秘的功能。适合106-110级雅典勇士去完成。完成后可获得不菲的经验。
QuestS10	雅典人专属的卷轴，只有雅典人才可读懂，具有神秘的功能。适合111-120级雅典勇士去完成。完成后可获得不菲的经验。
QuestS11	雅典人专属的卷轴，只有雅典人才可读懂，具有神秘的功能。适合20级以上雅典勇士去完成。完成后可获得不菲的银币。
QuestS12	雅典人专属的卷轴，只有雅典人才可读懂，具有神秘的功能。适合40级以上雅典勇士去完成。完成后可获得不菲的经验。
QuestS13	雅典人专属的卷轴，只有雅典人才可读懂，具有神秘的功能。适合60级以上雅典勇士去完成。完成后可获得不菲的经验。
QuestS14	雅典人专属的卷轴，只有雅典人才可读懂，具有神秘的功能。适合80级以上雅典勇士去完成。完成后可获得不菲的经验。
QuestS15	雅典人专属的卷轴，只有雅典人才可读懂，具有神秘的功能。适合100级以上雅典勇士去完成。完成后可获得不菲的经验。
QuestS101	斯巴达人专属的卷轴，只有斯巴达人才可读懂，具有神秘的功能。适合1-30级斯巴达勇士去完成。完成后可获得不菲的经验。
QuestS102	斯巴达人专属的卷轴，只有斯巴达人才可读懂，具有神秘的功能。适合31-50级斯巴达勇士去完成。完成后可获得不菲的经验。
QuestS103	斯巴达人专属的卷轴，只有斯巴达人才可读懂，具有神秘的功能。适合51-60级斯巴达勇士去完成。完成后可获得不菲的经验。
QuestS104	斯巴达人专属的卷轴，只有斯巴达人才可读懂，具有神秘的功能。适合61-70级斯巴达勇士去完成。完成后可获得不菲的经验。
QuestS105	斯巴达人专属的卷轴，只有斯巴达人才可读懂，具有神秘的功能。适合71-80级斯巴达勇士去完成。完成后可获得不菲的经验。
QuestS106	斯巴达人专属的卷轴，只有斯巴达人才可读懂，具有神秘的功能。适合81-90级斯巴达勇士去完成。完成后可获得不菲的经验。
QuestS107	斯巴达人专属的卷轴，只有斯巴达人才可读懂，具有神秘的功能。适合91-100级斯巴达勇士去完成。完成后可获得不菲的经验。
QuestS108	斯巴达人专属的卷轴，只有斯巴达人才可读懂，具有神秘的功能。适合101-110级斯巴达勇士去完成。完成后可获得不菲的经验。
QuestS109	斯巴达人专属的卷轴，只有斯巴达人才可读懂，具有神秘的功能。适合106-110级斯巴达勇士去完成。完成后可获得不菲的经验。
QuestS110	斯巴达人专属的卷轴，只有斯巴达人才可读懂，具有神秘的功能。适合111-120级斯巴达勇士去完成。完成后可获得不菲的经验。
QuestS111	斯巴达人专属的卷轴，只有斯巴达人才可读懂，具有神秘的功能。适合20级以上斯巴达勇士去完成。完成后可获得不菲的银币。
QuestS112	斯巴达人专属的卷轴，只有斯巴达人才可读懂，具有神秘的功能。适合40级以上斯巴达勇士去完成。完成后可获得不菲的经验。
QuestS113	斯巴达人专属的卷轴，只有斯巴达人才可读懂，具有神秘的功能。适合60级以上斯巴达勇士去完成。完成后可获得不菲的经验。
QuestS114	斯巴达人专属的卷轴，只有斯巴达人才可读懂，具有神秘的功能。适合80级以上斯巴达勇士去完成。完成后可获得不菲的经验。
QuestS115	斯巴达人专属的卷轴，只有斯巴达人才可读懂，具有神秘的功能。适合100级以上斯巴达勇士去完成。完成后可获得不菲的经验。
QuestS16	大地和丰收女神克瑞斯赐予雅典人民的神秘财富，只有雅典人可以打开这个卷轴。适合25级以上的雅典人去完成，完成后可以获得不菲的金币 奖励。
QuestS17	大地和丰收女神克瑞斯赐予雅典人民的神秘财富，只有雅典人可以打开这个卷轴。适合35级以上的雅典人去完成，完成后可以获得不菲的金币 奖励。
QuestS18	大地和丰收女神克瑞斯赐予雅典人民的神秘财富，只有雅典人可以打开这个卷轴。适合45级以上的雅典人去完成，完成后可以获得不菲的金币 奖励。
QuestS19	大地和丰收女神克瑞斯赐予雅典人民的神秘财富，只有雅典人可以打开这个卷轴。适合55级以上的雅典人去完成，完成后可以获得不菲的金币 奖励。
QuestS20	大地和丰收女神克瑞斯赐予雅典人民的神秘财富，只有雅典人可以打开这个卷轴。适合65级以上的雅典人去完成，完成后可以获得不菲的金币 奖励。
QuestS21	大地和丰收女神克瑞斯赐予雅典人民的神秘财富，只有雅典人可以打开这个卷轴。适合75级以上的雅典人去完成，完成后可以获得不菲的金币 奖励。
QuestS22	大地和丰收女神克瑞斯赐予雅典人民的神秘财富，只有雅典人可以打开这个卷轴。适合85级以上的雅典人去完成，完成后可以获得不菲的金币 奖励。
QuestS23	大地和丰收女神克瑞斯赐予雅典人民的神秘财富，只有雅典人可以打开这个卷轴。适合95级以上的雅典人去完成，完成后可以获得不菲的金币 奖励。
QuestS24	大地和丰收女神克瑞斯赐予雅典人民的神秘财富，只有雅典人可以打开这个卷轴。适合105级以上的雅典人去完成，完成后可以获得不菲的金币 奖励。
QuestS25	大地和丰收女神克瑞斯赐予雅典人民的神秘财富，只有雅典人可以打开这个卷轴。适合115级以上的雅典人去完成，完成后可以获得不菲的金币 奖励。
QuestS116	商人的庇护神赫耳墨斯赐予斯巴达人民的神秘财富，只有斯巴达人可以打开这个卷轴。适合25级以上的斯巴达人去完成，完成后可以获得不菲 的金币奖励。
QuestS117	商人的庇护神赫耳墨斯赐予斯巴达人民的神秘财富，只有斯巴达人可以打开这个卷轴。适合35级以上的斯巴达人去完成，完成后可以获得不菲 的金币奖励。
QuestS118	商人的庇护神赫耳墨斯赐予斯巴达人民的神秘财富，只有斯巴达人可以打开这个卷轴。适合45级以上的斯巴达人去完成，完成后可以获得不菲 的金币奖励。
QuestS119	商人的庇护神赫耳墨斯赐予斯巴达人民的神秘财富，只有斯巴达人可以打开这个卷轴。适合55级以上的斯巴达人去完成，完成后可以获得不菲 的金币奖励。
QuestS120	商人的庇护神赫耳墨斯赐予斯巴达人民的神秘财富，只有斯巴达人可以打开这个卷轴。适合65级以上的斯巴达人去完成，完成后可以获得不菲 的金币奖励。
QuestS121	商人的庇护神赫耳墨斯赐予斯巴达人民的神秘财富，只有斯巴达人可以打开这个卷轴。适合75级以上的斯巴达人去完成，完成后可以获得不菲 的金币奖励。
QuestS122	商人的庇护神赫耳墨斯赐予斯巴达人民的神秘财富，只有斯巴达人可以打开这个卷轴。适合85级以上的斯巴达人去完成，完成后可以获得不菲 的金币奖励。
QuestS123	商人的庇护神赫耳墨斯赐予斯巴达人民的神秘财富，只有斯巴达人可以打开这个卷轴。适合95级以上的斯巴达人去完成，完成后可以获得不菲 的金币奖励。
QuestS124	商人的庇护神赫耳墨斯赐予斯巴达人民的神秘财富，只有斯巴达人可以打开这个卷轴。适合105级以上的斯巴达人去完成，完成后可以获得不菲 的金币奖励。
QuestS125	商人的庇护神赫耳墨斯赐予斯巴达人民的神秘财富，只有斯巴达人可以打开这个卷轴。适合115级以上的斯巴达人去完成，完成后可以获得不菲 的金币奖励。
SkillBook1	阅读此书，即可学会[中级光斩]这个技能！
SkillBook2	阅读此书，即可学会[高级光斩]这个技能！
SkillBook3	阅读此书，即可学会[大师级光斩]这个技能！
SkillBook10	阅读此书，即可学会[初级旋风斩]这个技能！
SkillBook11	阅读此书，即可学会[中级旋风斩]这个技能！
SkillBook12	阅读此书，即可学会[高级旋风斩]这个技能！
SkillBook13	阅读此书，即可学会[大师级旋风斩]这个技能！
SkillBook20	阅读此书，即可学会[初级旋光斩]这个技能！
SkillBook21	阅读此书，即可学会[中级旋光斩]这个技能！
SkillBook22	阅读此书，即可学会[高级旋光斩]这个技能！
SkillBook23	阅读此书，即可学会[大师级旋光斩]这个技能！
SkillBook30	阅读此书，即可学会[初级剑刃风暴]这个技能！
SkillBook31	阅读此书，即可学会[中级剑刃风暴]这个技能！
SkillBook32	阅读此书，即可学会[高级剑刃风暴]这个技能！
SkillBook33	阅读此书，即可学会[大师级剑刃风暴]这个技能！
SkillBook40	阅读此书，即可学会[初级剑雨]这个技能！
SkillBook41	阅读此书，即可学会[中级剑雨]这个技能！
SkillBook42	阅读此书，即可学会[高级剑雨]这个技能！
SkillBook43	阅读此书，即可学会[大师级剑雨]这个技能！
SkillBook50	阅读此书，即可学会[初级血爪]这个技能！
SkillBook51	阅读此书，即可学会[中级血爪]这个技能！
SkillBook52	阅读此书，即可学会[高级血爪]这个技能！
SkillBook53	阅读此书，即可学会[大师级血爪]这个技能！
SkillBook60	阅读此书，即可学会[初级狂暴血爪]这个技能！
SkillBook61	阅读此书，即可学会[中级狂暴血爪]这个技能！
SkillBook62	阅读此书，即可学会[高级狂暴血爪]这个技能！
SkillBook63	阅读此书，即可学会[大师级狂暴血爪]这个技能！
SkillBook70	阅读此书，即可学会[初级击晕]这个技能！
SkillBook71	阅读此书，即可学会[中级击晕]这个技能！
SkillBook72	阅读此书，即可学会[高级击晕]这个技能！
SkillBook73	阅读此书，即可学会[大师级击晕]这个技能！
SkillBook74	阅读此书，即可学会[宗师级击晕]这个技能！
SkillBook80	阅读此书，即可学会[初级破甲术]这个技能！
SkillBook81	阅读此书，即可学会[中级破甲术]这个技能！
SkillBook82	阅读此书，即可学会[高级破甲术]这个技能！
SkillBook83	阅读此书，即可学会[大师级破甲术]这个技能！
SkillBook84	阅读此书，即可学会[宗师级破甲术]这个技能！
SkillBook90	阅读此书，即可学会[初级神谕护盾]这个技能！
SkillBook91	阅读此书，即可学会[中级神谕护盾]这个技能！
SkillBook92	阅读此书，即可学会[高级神谕护盾]这个技能！
SkillBook93	阅读此书，即可学会[大师级神谕护盾]这个技能！
SkillBook94	阅读此书，即可学会[宗师级神谕护盾]这个技能！
SkillBook251	阅读此书，即可学会[中级突刺]这个技能！
SkillBook252	阅读此书，即可学会[高级突刺]这个技能！
SkillBook253	阅读此书，即可学会[大师级突刺]这个技能！
SkillBook260	阅读此书，即可学会[初级圣光突刺]这个技能！
SkillBook261	阅读此书，即可学会[中级圣光突刺]这个技能！
SkillBook262	阅读此书，即可学会[高级圣光突刺]这个技能！
SkillBook263	阅读此书，即可学会[大师级圣光突刺]这个技能！
SkillBook270	阅读此书，即可学会[初级三重刺]这个技能！
SkillBook271	阅读此书，即可学会[中级三重刺]这个技能！
SkillBook272	阅读此书，即可学会[高级三重刺]这个技能！
SkillBook273	阅读此书，即可学会[大师级三重刺]这个技能！
SkillBook280	阅读此书，即可学会[初级怒枪]这个技能！
SkillBook281	阅读此书，即可学会[中级怒枪]这个技能！
SkillBook282	阅读此书，即可学会[高级怒枪]这个技能！
SkillBook283	阅读此书，即可学会[大师级怒枪]这个技能！
SkillBook290	阅读此书，即可学会[初级千枪决]这个技能！
SkillBook291	阅读此书，即可学会[中级千枪决]这个技能！
SkillBook292	阅读此书，即可学会[高级千枪决]这个技能！
SkillBook293	阅读此书，即可学会[大师级千枪决]这个技能！
SkillBook300	阅读此书，即可学会[初级横扫千军]这个技能！
SkillBook301	阅读此书，即可学会[中级横扫千军]这个技能！
SkillBook302	阅读此书，即可学会[高级横扫千军]这个技能！
SkillBook303	阅读此书，即可学会[大师级横扫千军]这个技能！
SkillBook310	阅读此书，即可学会[初级碎裂阵]这个技能！
SkillBook311	阅读此书，即可学会[中级碎裂阵]这个技能！
SkillBook312	阅读此书，即可学会[高级碎裂阵]这个技能！
SkillBook313	阅读此书，即可学会[大师级碎裂阵]这个技能！
SkillBook320	阅读此书，即可学会[初级爆裂枪]这个技能！
SkillBook321	阅读此书，即可学会[中级爆裂枪]这个技能！
SkillBook322	阅读此书，即可学会[高级爆裂枪]这个技能！
SkillBook323	阅读此书，即可学会[大师级爆裂枪]这个技能！
SkillBook330	阅读此书，即可学会[初级流星刺]这个技能！
SkillBook331	阅读此书，即可学会[中级流星刺]这个技能！
SkillBook332	阅读此书，即可学会[高级流星刺]这个技能！
SkillBook333	阅读此书，即可学会[大师级流星刺]这个技能！
SkillBook340	阅读此书，即可学会[初级狂热]这个技能！
SkillBook341	阅读此书，即可学会[中级狂热]这个技能！
SkillBook342	阅读此书，即可学会[高级狂热]这个技能！
SkillBook343	阅读此书，即可学会[大师级狂热]这个技能！
SkillBook344	阅读此书，即可学会[宗师级狂热]这个技能！
SkillBook350	阅读此书，即可学会[初级定身术]这个技能！
SkillBook351	阅读此书，即可学会[中级定身术]这个技能！
SkillBook352	阅读此书，即可学会[高级定身术]这个技能！
SkillBook353	阅读此书，即可学会[大师级定身术]这个技能！
SkillBook354	阅读此书，即可学会[宗师级定身术]这个技能！
SkillBook501	阅读此书，即可学会[中级火球]这个技能！
SkillBook502	阅读此书，即可学会[高级火球]这个技能！
SkillBook503	阅读此书，即可学会[大师级火球]这个技能！
SkillBook510	阅读此书，即可学会[初级光球]这个技能！
SkillBook511	阅读此书，即可学会[中级光球]这个技能！
SkillBook512	阅读此书，即可学会[高级光球]这个技能！
SkillBook513	阅读此书，即可学会[大师级光球]这个技能！
SkillBook520	阅读此书，即可学会[初级光刃]这个技能！
SkillBook521	阅读此书，即可学会[中级光刃]这个技能！
SkillBook522	阅读此书，即可学会[高级光刃]这个技能！
SkillBook523	阅读此书，即可学会[大师级光刃]这个技能！
SkillBook530	阅读此书，即可学会[初级落雷]这个技能！
SkillBook531	阅读此书，即可学会[中级落雷]这个技能！
SkillBook532	阅读此书，即可学会[高级落雷]这个技能！
SkillBook533	阅读此书，即可学会[大师级落雷]这个技能！
SkillBook540	阅读此书，即可学会[初级火莲]这个技能！
SkillBook541	阅读此书，即可学会[中级火莲]这个技能！
SkillBook542	阅读此书，即可学会[高级火莲]这个技能！
SkillBook543	阅读此书，即可学会[大师级火莲]这个技能！
SkillBook550	阅读此书，即可学会[初级流星雨]这个技能！
SkillBook551	阅读此书，即可学会[中级流星雨]这个技能！
SkillBook552	阅读此书，即可学会[高级流星雨]这个技能！
SkillBook553	阅读此书，即可学会[大师级流星雨]这个技能！
SkillBook560	阅读此书，即可学会[初级雷云风暴]这个技能！
SkillBook561	阅读此书，即可学会[中级雷云风暴]这个技能！
SkillBook562	阅读此书，即可学会[高级雷云风暴]这个技能！
SkillBook563	阅读此书，即可学会[大师级雷云风暴]这个技能！
SkillBook570	阅读此书，即可学会[初级炎域]这个技能！
SkillBook571	阅读此书，即可学会[中级炎域]这个技能！
SkillBook572	阅读此书，即可学会[高级炎域]这个技能！
SkillBook573	阅读此书，即可学会[大师级炎域]这个技能！
SkillBook574	阅读此书，即可学会[宗师级炎域]这个技能！
SkillBook580	阅读此书，即可学会[初级爆炎术]这个技能！
SkillBook581	阅读此书，即可学会[中级爆炎术]这个技能！
SkillBook582	阅读此书，即可学会[高级爆炎术]这个技能！
SkillBook583	阅读此书，即可学会[大师级爆炎术]这个技能！
SkillBook584	阅读此书，即可学会[宗师级爆炎术]这个技能！
SkillBook590	阅读此书，即可学会[初级五星护阵]这个技能！
SkillBook591	阅读此书，即可学会[中级五星护阵]这个技能！
SkillBook592	阅读此书，即可学会[高级五星护阵]这个技能！
SkillBook593	阅读此书，即可学会[大师级五星护阵]这个技能！
SkillBook594	阅读此书，即可学会[宗师级五星护阵]这个技能！
SkillBook600	阅读此书，即可学会[初级禁魔术]这个技能！
SkillBook601	阅读此书，即可学会[中级禁魔术]这个技能！
SkillBook602	阅读此书，即可学会[高级禁魔术]这个技能！
SkillBook750	阅读此书，即可学会[初级回春术]这个技能！
SkillBook751	阅读此书，即可学会[中级回春术]这个技能！
SkillBook752	阅读此书，即可学会[高级回春术]这个技能！
SkillBook753	阅读此书，即可学会[大师级回春术]这个技能！
SkillBook754	阅读此书，即可学会[宗师级回春术]这个技能！
SkillBook760	阅读此书，即可学会[初级群疗术]这个技能！
SkillBook761	阅读此书，即可学会[中级群疗术]这个技能！
SkillBook762	阅读此书，即可学会[高级群疗术]这个技能！
SkillBook763	阅读此书，即可学会[大师级群疗术]这个技能！
SkillBook764	阅读此书，即可学会[宗师级群疗术]这个技能！
SkillBook770	阅读此书，即可学会[初级地母附体]这个技能！
SkillBook771	阅读此书，即可学会[中级地母附体]这个技能！
